Name,Year,Globe best film winner,Globe best film nominee,BAFTA best film winner,BAFTA best film nominee,Spirit best film nominee,Spirit best film winner,Critic best film winner,Critic best film nominee,Oscar best film winner,Oscar best film nominee,Director,Globe best director winner,Globe best director nominee,BAFTA best director winner,BAFTA best director nominee,Spirit best director winner,Spirit best director nominee,Oscar best director winner,Oscar best director nominee,Actor,Globe best actor winner,Globe best actor nominee,BAFTA best actor winner,BAFTA best actor nominee,Spirit best actor winner,Spirit best actor nominee,Guild best actor winner,Guild best actor nominee,Oscar best actor winner,Oscar best actor nominee,Actress,Globe best actress winner,Globe best actress nominee,BAFTA best actress winner,BAFTA best actress nominee,Spirit best actress winner,Spirit best actress nominee,Guild best actress winner,Guild best actress nominee,Oscar best actress winner,Oscar best actress nominee
Flags of Our Fathers,2006,,,,,,,,,,,Clint Eastwood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Nocturnal Animals,2016,,,,,,,,,,,Tom Ford,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Jake Gyllenhaal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
We Need to Talk About Kevin,2011,,,,,,,,,,,Lynne Ramsay,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
The Bourne Ultimatum,2007,,,,,,,,,,,Paul Greengrass,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
The Lives of Others (Das Leben der Anderen),2007,,,,,,,,,,,Florian Henckel von Donnersmarck,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ulrich Mhe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Amlie (Le Fabuleux destin d'Amlie Poulain),2001,,,,,,,,,,,Jean-Pierre Jeunet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
"Crouching Tiger, Hidden Dragon (Wo hu cang long)",2000,,,,,,,,,,,Ang Lee,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
All About My Mother (Todo sobre mi madre),1999,,,,,,,,,,,Pedro Almodvar,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Romeo + Juliet,1997,,,,,,,,,,,Baz Luhrmann,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Three Colours: Red (Trois couleurs : Rouge),1994,,,,,,,,,,,Krzysztof Kieslowski,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Cinema Paradiso (Nuovo cinema Paradiso),1990,,,,,,,,,,,Giuseppe Tornatore,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Philippe Noiret,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Henry V,1989,,,,,,,,,,,Kenneth Branagh,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Kenneth Branagh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Dangerous Liaisons,1989,,,,,,,,,,,Stephen Frears,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Mississippi Burning,1989,,,,,,,,,,,Alan Parker,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Platoon,1987,,,,,,,,,,,Oliver Stone,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
The King of Comedy,1983,,,,,,,,,,,Martin Scorsese,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Robert De Niro,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Fame,1980,,,,,,,,,,,Alan Parker,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Yanks,1979,,,,,,,,,,,John Schlesinger,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
A Wedding,1978,,,,,,,,,,,Robert Altman,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Bullitt,1969,,,,,,,,,,,Peter Yates,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
if....,1968,,,,,,,,,,,Lindsay Anderson,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Blood Simple ,1985,,,,,,,,,,, Joel Coen ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 After Hours,1985,,,,,,,,,,,Martin Scorsese,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Smooth Talk,1985,,,,,,,,,,,Joyce Chopra ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Trip to Bountiful,1985,,,,,,,,,,,Peter Masterson ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Platoon   ,1986,,,,,,,,,,, Oliver Stone ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Down by Law,1986,,,,,,,,,,,Jim Jarmusch ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Blue Velvet,1986,,,,,,,,,,,David Lynch ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Stand by Me,1986,,,,,,,,,,,Rob Reiner ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Salvador,1986,,,,,,,,,,,Oliver Stone ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Dead,1987,,,,,,,,,,, John Huston ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Swimming to Cambodia,1987,,,,,,,,,,,Jonathan Demme ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 River's Edge,1987,,,,,,,,,,,Tim Hunter ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Big Easy,1987,,,,,,,,,,,Jim McBride ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Matewan,1987,,,,,,,,,,,John Sayles ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Stand and Deliver,1988,,,,,,,,,,, Ramon Menendez ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Patti Rocks,1988,,,,,,,,,,,David Burton Morris ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Thin Blue Line,1988,,,,,,,,,,,Errol Morris ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Talk Radio,1988,,,,,,,,,,,Oliver Stone ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Hairspray,1988,,,,,,,,,,,John Waters ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
" Sex, Lies and Videotape",1989,,,,,,,,,,, Steven Soderbergh ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Mystery Train,1989,,,,,,,,,,,Jim Jarmusch ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Sidewalk Stories,1989,,,,,,,,,,,Charles Lane ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 True Love,1989,,,,,,,,,,,Nancy Savoca ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Drugstore Cowboy,1989,,,,,,,,,,,Gus Van Sant ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 To Sleep with Anger,1990,,,,,,,,,,, Charles Burnett ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 House Party,1990,,,,,,,,,,,Reginald Hudlin ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Henry: Portrait of a Serial Killer,1990,,,,,,,,,,,John McNaughton ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Pump Up the Volume,1990,,,,,,,,,,,Allan Moyle ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Plot Against Harry,1990,,,,,,,,,,,Michael Roemer ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Rambling Rose,1991,,,,,,,,,,, Martha Coolidge ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Poison,1991,,,,,,,,,,,Todd Haynes ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Slacker,1991,,,,,,,,,,,Richard Linklater ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 My Own Private Idaho,1991,,,,,,,,,,,Gus Van Sant ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Hangin' with the Homeboys,1991,,,,,,,,,,,Joseph Vásquez ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 One False Move,1992,,,,,,,,,,, Carl Franklin ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Gas Food Lodging,1992,,,,,,,,,,,Allison Anders ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Bad Lieutenant,1992,,,,,,,,,,,Abel Ferrara ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Swoon,1992,,,,,,,,,,,Tom Kalin ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Reservoir Dogs,1992,,,,,,,,,,,Quentin Tarantino ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Wedding Banquet,1993,,,,,,,,,,,Ang Lee ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Ruby in Paradise,1993,,,,,,,,,,,Victor Nuñez ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 El Mariachi,1993,,,,,,,,,,,Robert Rodriguez ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Mac,1993,,,,,,,,,,,John Turturro ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Pulp Fiction ,1994,,,,,,,,,,, Quentin Tarantino ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Red Rock West,1994,,,,,,,,,,,John Dahl ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Eat Drink Man Woman,1994,,,,,,,,,,,Ang Lee ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Death and the Maiden,1994,,,,,,,,,,,Roman Polanski ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Mrs. Parker and the Vicious Circle,1994,,,,,,,,,,,Alan Rudolph ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Nadja,1995,,,,,,,,,,,Michael Almereyda ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Georgia,1995,,,,,,,,,,,Ulu Grosbard ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Safe,1995,,,,,,,,,,,Todd Haynes ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Secret of Roan Inish,1995,,,,,,,,,,,John Sayles ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Funeral,1996,,,,,,,,,,,Abel Ferrara ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Flirting with Disaster,1996,,,,,,,,,,,David O. Russell ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Welcome to the Dollhouse,1996,,,,,,,,,,,Todd Solondz ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Caught,1996,,,,,,,,,,,Robert M. Young ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Apostle,1997,,,,,,,,,,, Robert Duvall ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Habit,1997,,,,,,,,,,,Larry Fessenden ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Ulee's Gold,1997,,,,,,,,,,,Victor Nuñez ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Touch,1997,,,,,,,,,,,Paul Schrader ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The End of Violence,1997,,,,,,,,,,,Wim Wenders ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Rushmore,1998,,,,,,,,,,, Wes Anderson ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Velvet Goldmine,1998,,,,,,,,,,,Todd Haynes ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Claire Dolan,1998,,,,,,,,,,,Lodge Kerrigan ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Affliction,1998,,,,,,,,,,,Paul Schrader ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Happiness,1998,,,,,,,,,,,Todd Solondz ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Election,1999,,,,,,,,,,, Alexander Payne ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Julien Donkey-Boy,1999,,,,,,,,,,,Harmony Korine ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Go,1999,,,,,,,,,,,Doug Liman ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Straight Story,1999,,,,,,,,,,,David Lynch ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Limey,1999,,,,,,,,,,,Steven Soderbergh ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
" Crouching Tiger, Hidden Dragon",2000,,,,,,,,,,, Ang Lee ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Requiem for a Dream,2000,,,,,,,,,,,Darren Aronofsky ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Chuck & Buck,2000,,,,,,,,,,,Miguel Arteta ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Best in Show,2000,,,,,,,,,,,Christopher Guest ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Before Night Falls,2000,,,,,,,,,,,Julian Schnabel ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Memento,2001,,,,,,,,,,, Christopher Nolan ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 L.I.E.,2001,,,,,,,,,,,Michael Cuesta ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Stranger Inside,2001,,,,,,,,,,,Cheryl Dunye ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Waking Life,2001,,,,,,,,,,,Richard Linklater ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Hedwig and the Angry Inch,2001,,,,,,,,,,,John Cameron Mitchell ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Far from Heaven,2002,,,,,,,,,,, Todd Haynes ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Narc,2002,,,,,,,,,,,Joe Carnahan ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Lovely & Amazing,2002,,,,,,,,,,,Nicole Holofcener ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Ivans Xtc,2002,,,,,,,,,,,Bernard Rose ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Gerry,2002,,,,,,,,,,,Gus Van Sant ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Lost in Translation ,2003,,,,,,,,,,, Sofia Coppola ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 American Splendor,2003,,,,,,,,,,,Shari Springer Berman and Robert Pulcini ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 In America,2003,,,,,,,,,,,Jim Sheridan ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Raising Victor Vargas,2003,,,,,,,,,,,Peter Sollett ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Elephant,2003,,,,,,,,,,,Gus Van Sant ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Primer,2004,,,,,,,,,,,Shane Carruth ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Maria Full of Grace,2004,,,,,,,,,,,Joshua Marston ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Motorcycle Diaries,2004,,,,,,,,,,,Walter Salles ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Baadasssss!,2004,,,,,,,,,,,Mario Van Peebles ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Brokeback Mountain   ,2005,,,,,,,,,,, Ang Lee ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Mysterious Skin,2005,,,,,,,,,,,Gregg Araki ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Squid and the Whale,2005,,,,,,,,,,,Noah Baumbach ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
" Good Night, and Good Luck ",2005,,,,,,,,,,,George Clooney ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Nine Lives,2005,,,,,,,,,,,Rodrigo García ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Little Miss Sunshine,2006,,,,,,,,,,, Jonathan Dayton and Valerie Faris ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 A Prairie Home Companion,2006,,,,,,,,,,,Robert Altman ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Half Nelson,2006,,,,,,,,,,,Ryan Fleck ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Dead Girl,2006,,,,,,,,,,,Karen Moncrieff ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Bubble,2006,,,,,,,,,,,Steven Soderbergh ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Diving Bell and the Butterfly ,2007,,,,,,,,,,, Julian Schnabel ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 I'm Not There,2007,,,,,,,,,,,Todd Haynes ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Savages,2007,,,,,,,,,,,Tamara Jenkins ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Juno ,2007,,,,,,,,,,,Jason Reitman ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Paranoid Park,2007,,,,,,,,,,,Gus Van Sant ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Visitor,2008,,,,,,,,,,, Tom McCarthy ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Chop Shop,2008,,,,,,,,,,,Ramin Bahrani ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Rachel Getting Married,2008,,,,,,,,,,,Jonathan Demme ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Ballast,2008,,,,,,,,,,,Lance Hammer ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Frozen River,2008,,,,,,,,,,,Courtney Hunt ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Precious,2009,,,,,,,,,,, Lee Daniels ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 A Serious Man,2009,,,,,,,,,,,Joel Coen and Ethan Coen ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Sin Nombre,2009,,,,,,,,,,,Cary Fukunaga ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Two Lovers,2009,,,,,,,,,,,James Gray ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Last Station,2009,,,,,,,,,,,Michael Hoffman ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Black Swan,2010,,,,,,,,,,, Darren Aronofsky ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 127 Hours,2010,,,,,,,,,,,Danny Boyle ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Kids Are All Right,2010,,,,,,,,,,,Lisa Cholodenko ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Winter's Bone,2010,,,,,,,,,,,Debra Granik ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Rabbit Hole,2010,,,,,,,,,,,John Cameron Mitchell ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Artist   ,2011,,,,,,,,,,, Michel Hazanavicius ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Beginners,2011,,,,,,,,,,,Mike Mills ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Take Shelter,2011,,,,,,,,,,,Jeff Nichols ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Descendants ,2011,,,,,,,,,,,Alexander Payne ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Drive,2011,,,,,,,,,,,Nicolas Winding Refn ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Silver Linings Playbook ,2012,,,,,,,,,,, David O. Russell ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Moonrise Kingdom,2012,,,,,,,,,,,Wes Anderson ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 The Loneliest Planet,2012,,,,,,,,,,,Julia Loktev ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Keep the Lights On,2012,,,,,,,,,,,Ira Sachs ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
 Beasts of the Southern Wild ,2012,,,,,,,,,,,Benh Zeitlin ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
