Name,Year,Globe best film winner,Globe best film nominee,BAFTA best film winner,BAFTA best film nominee,Spirit best film nominee,Spirit best film winner,Critic best film winner,Critic best film nominee,Oscar best film winner,Oscar best film nominee,Director,Globe best director winner,Globe best director nominee,BAFTA best director winner,BAFTA best director nominee,Spirit best director winner,Spirit best director nominee,Oscar best director winner,Oscar best director nominee,Actor,Globe best actor winner,Globe best actor nominee,BAFTA best actor winner,BAFTA best actor nominee,Spirit best actor winner,Spirit best actor nominee,Guild best actor winner,Guild best actor nominee,Oscar best actor winner,Oscar best actor nominee,Actress,Globe best actress winner,Globe best actress nominee,BAFTA best actress winner,BAFTA best actress nominee,Spirit best actress winner,Spirit best actress nominee,Guild best actress winner,Guild best actress nominee,Oscar best actress winner,Oscar best actress nominee
The Last King of Scotland,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Forest Whitaker ,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
The Last King of Scotland,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Forest Whitaker,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,
Little Miss Sunshine,2006,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,Jonathan Dayton and Valerie Faris,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Atonement,2007,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Joe Wright,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,James McAvoy,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
The Lives of Others,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Country for Old Men,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Joel Coen and Ethan Coen ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
No Country for Old Men,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Joel Coen and Ethan Coen,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
No Country for Old Men,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Joel Coen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
There Will Be Blood,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paul Thomas Anderson,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Daniel Day-Lewis ,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
There Will Be Blood,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paul Thomas Anderson,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Daniel Day-Lewis,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,
Slumdog Millionaire,2008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Danny Boyle ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Dev Patel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Slumdog Millionaire,2008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Danny Boyle,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Dev Patel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
The Curious Case of Benjamin Button,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,David Fincher ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Brad Pitt ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
The Curious Case of Benjamin Button,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,David Fincher ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Brad Pitt,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
The Curious Case of Benjamin Button,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,David Fincher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Brad Pitt ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
The Curious Case of Benjamin Button,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,David Fincher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Brad Pitt,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Frost/Nixon,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Ron Howard ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Frank Langella ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
Frost/Nixon,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Ron Howard ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Frank Langella,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Frost/Nixon,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Ron Howard,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Frank Langella ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
Frost/Nixon,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Ron Howard,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Frank Langella,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Milk,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Gus Van Sant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sean Penn ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
Milk,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Gus Van Sant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sean Penn,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,
The Reader,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Stephen Daldry ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
The Reader,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Stephen Daldry,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
The Hurt Locker,2009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Kathryn Bigelow ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeremy Renner,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
The Hurt Locker,2009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Kathryn Bigelow ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeremy Renner ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
The Hurt Locker,2009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Kathryn Bigelow,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Jeremy Renner,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
The Hurt Locker,2009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Kathryn Bigelow,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Jeremy Renner ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
Avatar,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,James Cameron ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Avatar,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,James Cameron,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
An Education,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Lone Scherfig,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Precious,2009,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,Lee Daniels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Up in the Air,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Jason Reitman ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,George Clooney ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
Up in the Air,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Jason Reitman ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,George Clooney,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Up in the Air,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Jason Reitman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,George Clooney ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
Up in the Air,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Jason Reitman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,George Clooney,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
The King's Speech,2010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Tom Hooper ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Colin Firth ,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
The King's Speech,2010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Tom Hooper ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Colin Firth,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,
The King's Speech,2010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Tom Hooper,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Colin Firth ,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
The King's Speech,2010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Tom Hooper,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Colin Firth,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,
Black Swan,2010,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,Darren Aronofsky ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Black Swan,2010,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,Darren Aronofsky,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Inception,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Christopher Nolan,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
The Social Network,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,David Fincher ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jesse Eisenberg ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
The Social Network,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,David Fincher ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jesse Eisenberg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
The Social Network,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,David Fincher,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Jesse Eisenberg ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
The Social Network,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,David Fincher,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Jesse Eisenberg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
True Grit,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Joel Coen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Jeff Bridges,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
True Grit,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Joel Coen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Jeff Bridges ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
The Artist,2011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Michel Hazanavicius ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jean Dujardin,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,
The Artist,2011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Michel Hazanavicius ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jean Dujardin ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
The Artist,2011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Michel Hazanavicius,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Jean Dujardin,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,
The Artist,2011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Michel Hazanavicius,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Jean Dujardin ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
The Descendants,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Alexander Payne ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,George Clooney ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
The Descendants,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Alexander Payne ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,George Clooney,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
The Descendants,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Alexander Payne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,George Clooney ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
The Descendants,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Alexander Payne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,George Clooney,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Drive,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Nicolas Winding Refn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ryan Gosling,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
The Help,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinker Tailor Soldier Spy,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomas Alfredson,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Gary Oldman,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Argo,2012,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Ben Affleck §,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ben Affleck,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Argo,2012,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Ben Affleck,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Ben Affleck,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Les Misrables,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Hugh Jackman,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Life of Pi,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Ang Lee ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Life of Pi,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Ang Lee,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Lincoln,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Steven Spielberg ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Day-Lewis ,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
Lincoln,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Steven Spielberg ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Day-Lewis,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,
Lincoln,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Steven Spielberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Daniel Day-Lewis ,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
Lincoln,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Steven Spielberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Daniel Day-Lewis,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,
Zero Dark Thirty,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Kathryn Bigelow,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
12 Years a Slave,2013,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,Steve McQueen ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Chiwetel Ejiofor ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
12 Years a Slave,2013,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,Steve McQueen ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Chiwetel Ejiofor,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
12 Years a Slave,2013,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,Steve McQueen,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Chiwetel Ejiofor ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
12 Years a Slave,2013,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,Steve McQueen,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Chiwetel Ejiofor,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
American Hustle,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,David O. Russell ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Christian Bale,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
American Hustle,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,David O. Russell,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Christian Bale,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Captain Phillips,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paul Greengrass,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Tom Hanks,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
Gravity,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Alfonso Cuarón ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Gravity,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Alfonso Cuarn,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Philomena,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boyhood,2014,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Richard Linklater ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Boyhood,2014,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Richard Linklater,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Birdman or (The Unexpected Virtue of Ignorance),2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Alejandro G. Irritu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Michael Keaton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
The Grand Budapest Hotel,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Wes Anderson ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ralph Fiennes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
The Grand Budapest Hotel,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Wes Anderson,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Ralph Fiennes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
The Imitation Game,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Morten Tyldum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Benedict Cumberbatch ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
The Imitation Game,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Morten Tyldum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Benedict Cumberbatch,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
The Theory of Everything,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,James Marsh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eddie Redmayne ,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
The Theory of Everything,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,James Marsh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eddie Redmayne,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,
The Revenant,2015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Alejandro G. Iñárritu ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Leonardo DiCaprio ,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
The Revenant,2015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Alejandro G. Iñárritu ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Leonardo DiCaprio,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,
The Revenant,2015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Alejandro G. Irritu,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Leonardo DiCaprio ,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
The Revenant,2015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Alejandro G. Irritu,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Leonardo DiCaprio,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,
The Big Short,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Adam McKay,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Bridge of Spies,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Steven Spielberg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Spotlight,2015,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,Tom McCarthy ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Spotlight,2015,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,Tom McCarthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
