Year,Actor,Name,Globe best actor winner,Globe best actor nominee,BAFTA best actor winner,BAFTA best actor nominee,Spirit best actor winner,Spirit best actor nominee,Guild best actor winner,Guild best actor nominee
2004,Jamie Foxx,Ray,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2004,Jim Carrey,Eternal Sunshine of the Spotless Mind,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2004,Johnny Depp,Finding Neverland,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2004,Leonardo DiCaprio,The Aviator,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2004,Gael Garca Bernal,The Motorcycle Diaries (Diarios de motocicleta),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2005,Philip Seymour Hoffman,Capote,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2005,Ralph Fiennes,The Constant Gardener,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2005,Heath Ledger,Brokeback Mountain,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2005,Joaquin Phoenix,Walk the Line,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2005,David Strathairn,"Good Night, and Good Luck",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2006,Forest Whitaker,The Last King of Scotland,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2006,Daniel Craig,Casino Royale,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2006,Richard Griffiths,The History Boys,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2006,Peter O'Toole,Venus,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007,Daniel Day-Lewis,There Will Be Blood,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2007,George Clooney,Michael Clayton,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007,Viggo Mortensen,Eastern Promises,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007,Ulrich Mhe,The Lives of Others (Das Leben der Anderen),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2008,Mickey Rourke,The Wrestler,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2008,Frank Langella,Frost/Nixon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2008,Dev Patel,Slumdog Millionaire,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2008,Sean Penn,Milk,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2008,Brad Pitt,The Curious Case of Benjamin Button,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009,Colin Firth,A Single Man,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2009,Jeff Bridges,Crazy Heart,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2009,George Clooney,Up in the Air,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009,Jeremy Renner,The Hurt Locker,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009,Andy Serkis,Sex and Drugs and Rock and Roll,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2010,Colin Firth,The King's Speech,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2010,Javier Bardem,Biutiful,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2010,Jeff Bridges,True Grit,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2010,Jesse Eisenberg,The Social Network,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2010,James Franco,127 Hours,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2011,Jean Dujardin,The Artist,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2011,George Clooney,The Descendants,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011,Gary Oldman,Tinker Tailor Soldier Spy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011,Brad Pitt,Moneyball,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012,Daniel Day-Lewis,Lincoln,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2012,Ben Affleck,Argo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012,Bradley Cooper,Silver Linings Playbook,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2012,Hugh Jackman,Les Misrables,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012,Joaquin Phoenix,The Master,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013,Chiwetel Ejiofor,12 Years a Slave,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2013,Christian Bale,American Hustle,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013,Bruce Dern,Nebraska,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2013,Leonardo DiCaprio,The Wolf of Wall Street,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,Eddie Redmayne,The Theory of Everything,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2014,Benedict Cumberbatch,The Imitation Game,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,Ralph Fiennes,The Grand Budapest Hotel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,Michael Keaton,Birdman,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2015,Leonardo DiCaprio,The Revenant,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2015,Bryan Cranston,Trumbo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015,Matt Damon,The Martian,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015,Michael Fassbender,Steve Jobs,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015,Eddie Redmayne,The Danish Girl,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,Casey Affleck,Manchester by the Sea,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2016,Andrew Garfield,Hacksaw Ridge,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,Ryan Gosling,La La Land,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,Jake Gyllenhaal,Nocturnal Animals,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,Viggo Mortensen,Captain Fantastic,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1990,Danny Glover,To Sleep with Anger,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1990,Martin Priest,The Plot Against Harry,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1990,Christopher Reid,House Party,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1990,Michael Rooker,Henry: Portrait of a Serial Killer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1990,Christian Slater,Pump Up the Volume,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1991,River Phoenix,My Own Private Idaho,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1991,Doug E. Doug,Hangin' with the Homeboys,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1991,Robert Duvall,Rambling Rose,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1991,Gary Oldman,Rosencrantz & Guildenstern Are Dead,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1991,William Russ,Pastime,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1992,Harvey Keitel,Bad Lieutenant,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1992,Craig Chester,Swoon,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1992,Laurence Fishburne,Deep Cover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1992,Peter Greene,Laws of Gravity,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1992,Michael Rapaport,Zebrahead,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1993,Jeff Bridges,American Heart,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1993,Vincent D'Onofrio,Household Saints,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1993,Mitchell Lichtenstein,The Wedding Banquet,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1993,Matthew Modine,Equinox,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1993,Tyrin Turner,Menace II Society,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1994,Samuel L. Jackson,Pulp Fiction,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1994,Sihung Lung,Eat Drink Man Woman,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1994,William H. Macy,Oleanna,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1994,Campbell Scott,Mrs. Parker and the Vicious Circle,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1994,Jon Seda,I Like It Like That,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1995,Sean Penn,Dead Man Walking,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1995,Tim Roth,Little Odessa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1995,Jimmy Smits,My Family,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1995,Kevin Spacey,Swimming with Sharks,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1996,William H. Macy,Fargo,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1996,Chris Cooper,Lone Star,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1996,Chris Penn,The Funeral,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1996,Tony Shalhoub,Big Night,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1996,Stanley Tucci,Big Night,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1997,Robert Duvall,The Apostle,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1997,Peter Fonda,"Ulysses ""Ulee"" Jackson ",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1997,Christopher Guest,Corky St. Clair,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1997,Philip Baker Hall,Sydney Brown,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1997,John Turturro,Al Fountain,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1998,Ian McKellen,Gods and Monsters,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1998,Dylan Baker,Bill Maplewood,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1998,Nick Nolte,Wade Whitehouse ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1998,Sean Penn,Eddie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1998,Courtney B. Vance,John Williams,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1999,Richard Farnsworth,The Straight Story,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1999,John Cusack,Craig Schwartz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1999,Terence Stamp,Wilson,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1999,David Strathairn,"Joe ""Jumpin"" Gastineau",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1999,Noble Willingham,Ace Barker,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2000,Javier Bardem,Before Night Falls,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2000,Adrien Brody,Restaurant,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2000,Billy Crudup,Jesus' Son,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2000,Hill Harper,The Visit,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2000,Mark Ruffalo,You Can Count On Me,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2001,Brian Cox,L.I.E.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2001,Ryan Gosling,The Believer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2001,Jake Gyllenhaal,Donnie Darko,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2001,John Cameron Mitchell,Hedwig and the Angry Inch,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2002,Derek Luke,Antwone Fisher,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2002,Graham Greene,Skins,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2002,Danny Huston,Ivans Xtc,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2002,Jeremy Renner,Dahmer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2002,Campbell Scott,Roger Dodger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2003,Peter Dinklage,The Station Agent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2003,Paul Giamatti,American Splendor,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2003,Ben Kingsley,House of Sand and Fog,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2003,Lee Pace,Soldier's Girl,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2004,Paul Giamatti,Sideways,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2004,Kevin Bacon,The Woodsman,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2004,Jeff Bridges,The Door in the Floor,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2004,Jamie Foxx,Redemption,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2005,Jeff Daniels,The Squid and the Whale,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2005,Terrence Howard,Hustle & Flow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2005,David Strathairn,"Good Night, and Good Luck.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2006,Ryan Gosling,Half Nelson,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2006,Aaron Eckhart,Thank You for Smoking,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2006,Edward Norton,The Painted Veil,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2006,Ahmad Razvi,Man Push Cart,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2006,Forest Whitaker,American Gun,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007,Philip Seymour Hoffman,The Savages,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2007,Pedro Castaneda,August Evening,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007,Don Cheadle,Talk to Me,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007,Frank Langella,Starting Out in the Evening,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007,Tony Leung,"Lust, Caution",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2008,Javier Bardem,Vicky Cristina Barcelona,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2008,Richard Jenkins,The Visitor,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2008,Jeremy Renner,The Hurt Locker,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009,Joseph Gordon-Levitt,(500) Days of Summer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009,Souleymane Sy Savane,Goodbye Solo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009,Adam Scott,The Vicious Kind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010,Ronald Bronstein,Daddy Longlegs,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010,Aaron Eckhart,Rabbit Hole,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010,John C. Reilly,Cyrus,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010,Ben Stiller,Greenberg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,Demián Bichir,A Better Life,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,Ryan Gosling,Drive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,Woody Harrelson,Rampart,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,Michael Shannon,Take Shelter,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012,Jack Black,Bernie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012,Thure Lindhardt,Keep the Lights On,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012,Matthew McConaughey,Killer Joe,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012,Wendell Pierce,Four,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013,Matthew McConaughey,Dallas Buyers Club,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2013,Oscar Isaac,Inside Llewyn Davis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013,Michael B. Jordan,Fruitvale Station,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,André 3000,Jimi: All Is by My Side,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,John Lithgow,Love Is Strange,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,Abraham Attah,Beasts of No Nation,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2015,Christopher Abbott,James White,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,Ben Mendelsohn,Mississippi Grind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,Jason Segel,The End of the Tour,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,Koudous Seihon,Mediterranea,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016,David Harewood,Free in Deed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016,Jesse Plemons,Other People,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016,Tim Roth,Chronic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1985,M. Emmet Walsh,Blood Simple,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1985,Rubén Blades,Crossover Dreams,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1985,Tom Bower,Wildrose,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1985,Treat Williams,Smooth Talk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1986,James Woods,Salvador,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1986,Roberto Benigni,Down by Law,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1986,Willem Dafoe,Platoon,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1986,Dennis Hopper,Blue Velvet,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1986,Victor Love,Native Son,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1987,Dennis Quaid,The Big Easy,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1987,Spalding Gray,Swimming to Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1987,Terry O'Quinn,The Stepfather,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1987,Mickey Rourke,Barfly,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1987,James Woods,Best Seller,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1988,Edward James Olmos,Stand and Deliver,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1988,Eric Bogosian,Talk Radio,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1988,Harvey Fierstein,Torch Song Trilogy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1988,Chris Mulkey,Patti Rocks,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1988,James Woods,The Boost,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1989,Matt Dillon,Drugstore Cowboy,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1989,Nicolas Cage,Vampire's Kiss,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1989,Charles Lane,Sidewalk Stories,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1989,Randy Quaid,Parents,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1989,James Spader,"Sex, Lies, and Videotape",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2000,Benicio del Toro ,Traffic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2001,Kevin Kline,Life as a House,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2001,Sean Penn ,I Am Sam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2001,Tom Wilkinson ,In the Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002,Nicolas Cage ,Adaptation.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002,Richard Gere,Chicago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003,Johnny Depp ,Pirates of the Caribbean: The Curse of the Black Pearl,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2003,Bill Murray ,Lost in Translation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2004,Jamie Foxx ,Ray,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2005,Joaquin Phoenix ,Walk the Line,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006,Ryan Gosling ,Half Nelson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007,Ryan Gosling,Lars and the Real Girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007,Emile Hirsch,Into the Wild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2008,Richard Jenkins ,The Visitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009,Jeremy Renner ,The Hurt Locker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2010,Jeff Bridges ,True Grit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2010,Robert Duvall,Get Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011,Jean Dujardin ,The Artist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2011,Demián Bichir ,A Better Life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012,Bradley Cooper ,Silver Linings Playbook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012,Hugh Jackman ,Les Misérables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2013,Bruce Dern ,Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2013,Forest Whitaker,The Butler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014,Michael Keaton ,Birdman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,Johnny Depp,Black Mass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016,Ryan Gosling ,La La Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1994,Tim Robbins,The Shawshank Redemption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,James Earl Jones,"Cry, the Beloved Country",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,Massimo Troisi  (posthumous),Il Postino: The Postman (Il postino),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1996,Tom Cruise ,Jerry Maguire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1996,Billy Bob Thornton ,Sling Blade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1997,Jack Nicholson ,As Good as It Gets,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1997,Robert Duvall ,The Apostle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1997,Dustin Hoffman ,Wag the Dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1998,Roberto Benigni ,Life Is Beautiful (La vita è bella),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1999,Jim Carrey,Man on the Moon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1999,Philip Seymour Hoffman,Flawless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
